34017,34,น้อยหน่า 1 ผลส่วนที่กินได้ 75 กรัม,"Custard apple, 1 fruit, 75 g"
34018,34,ฝรั่ง 1/4 ผลส่วนที่กินได้ 62 กรัม,"Guava, common, 1/4 fruit, 62 g"
34019,34,ฝรั่ง 1/2 ผลส่วนที่กินได้124 กรัม,"Guava, common, half fruit, 124 g"
34020,34,พุทราลูกยาว 1 ผลเล็ก 27 กรัม ขนาด 2x1.3 นิ้ว,"Jujube oval shape, 1 fruit, 27 g"
34021,34,พุทราลูกยาว 1 ผลใหญ่ 43 กรัม ขนาด 2.3x1.9 นิ้ว,"Jujube oval shape, 1 fruit, 43 g"
34022,34,พุทราแอปเปิ้ลลูกกลม 1 ผลเล็ก 49 กรัม ขนาด2x1.8 นิ้ว,"Jujube apple, 1 fruit, 49 g"
34023,34,พุทราแอปเปิ้ลลูกกลม 1 ผลใหญ่ 62 กรัม ขนาด5.1x2 นิ้ว,"Jujube apple, 1 fruit, 62 g"
34024,34,มะขามหวาน 2 ฝัก ส่วนที่กินได้ 14 กรัม,"Tamarind, sweet, 2 fruits, 14 g"
34025,34,มะขามหวาน 4 ฝัก ส่วนที่กินได้ 28 กรัม,"Tamarind, sweet, 4 fruits, 28 g"
34026,34,แคนตาลูป 4 ชิ้นพอคำ 50 กรัม,"Cantaloupe, 50 g"
34027,34,แตงไทยสุก 4 ชิ้นพอคำ 50 กรัม,"Muskmelon, mature, 50 g"
34028,34,มะม่วงแก้วสุก 1/2 ผล ส่วนที่กินได้ 80 กรัม,"Mango, kaew variety, ripe, half fruit, 80 g"
34029,34,มะม่วงแก้วสุก 1/4 ผล ส่วนที่กินได้ 40 กรัม,"Mango, kaew variety, ripe, 1/4 fruit, 40 g"
34030,34,มะม่วงดิบ 1/4 ผล ส่วนที่กินได้ 45 กรัม,"Mango, kaew variety, unripe, 1/4 fruit, 45 g"
34031,34,มะม่วงดิบ 1/2 ผล ส่วนที่กินได้ 90 กรัม,"Mango, kaew variety, unripe, half fruit, 90 g"
34032,34,น้อยหน่า 1/2 ผล ส่วนที่กินได้ 40 กรัม,"Custard apple, half fruit, 40 g"
34033,34,สาลี่ 1/4 ผล ส่วนที่กินได้ 55 กรัม,"Pear, 1/4 fruit, 55 g"
34034,34,มะละกอสุก 5 ชิ้นพอคำ 60 กรัม,"Papaya, ripe, 60 g"
34035,34,มะละกอสุก 10 ชิ้นพอคำ 100 กรัม,"Papaya, ripe, 100 g"
34038,34,ละมุด 1 ผลส่วนที่กินได้ 36 กรัม,"Sapodilla, common, 1 fruit, 36 g"
34039,34,ละมุด 2 ผลส่วนที่กินได้ 72 กรัม,"Sapodilla, common, 2 fruits, 72 g"
34040,34,ลางสาด 5 ผลส่วนที่กินได้ 35 กรัม,"Langsad, 5 fruits, 35 g"
34041,34,ลางสาด 10 ผลส่วนที่กินได้ 70 กรัม,"Langsad, 10 fruits, 70 g"
34042,34,ลำไย 6 ผลส่วนที่กินได้ 34 กรัม,"Longan 6 fruits, 34 g"
34043,34,ลำไย 12 ผลส่วนที่กินได้ 68 กรัม,"Longan 12 fruits, 68 g"
34045,34,ส้มโอ 1 กลีบใหญ่ 60 กรัม,"Pomelo, 60 g"
34046,34,ส้มเขียวหวาน 1/2 ผล ส่วนที่กินได้ 35 กรัม,"Tangelo / Tangerine / Mandarin half fruit, 35 g"
34050,34,ส้มเขียวหวาน 1 ผลส่วนที่กินได้ 68 กรัม,"Tangelo / Tangerine / Mandarin 1 fruit, 68 g"
34051,34,สับปะรด 3 ชิ้นพอคำ 54 กรัม,"Pineapple, 54 g"
34052,34,สับปะรด 6 ชิ้นพอคำ 108 กรัม,"Pineapple, 108 g"
34053,34,แอปเปิ้ล 1 ผลเล็ก ส่วนที่กินได้ 110 กรัม,"Apple, 110 g"
34054,34,มันแกว 8 ชิ้นพอคำ 100 กรัม,"Yam bean, 100 g"
34055,34,มันแกว 4 ชิ้นพอคำ 50 กรัม,"Yam bean, 50 g"
34056,34,กล้วยไข่ 2 ผลกินได้ 80 กรัม,"Banana (Khai), 2 fruits, 80 g"
34057,34,ฝรั่ง 1/8 ผลส่วนที่กินได้ 35 กรัม,"Guava, common, 1/8 fruit, 35 g"
34058,34,มะม่วงดิบ1/6 ผล ส่วนที่กินได้ 30 กรัม,"Mango, kaew variety, unripe, 1/6 fruit, 30 g"
34059,34,มะละกอสุก 3 ชิ้นพอคำ 35 กรัม,"Papaya, ripe, 35 g"
34060,34,ส้มโอ 1 กลีบกลาง 30 กรัม,"Pomelo, 30 g"
34062,34,องุ่นเขียวผลใหญ่ 6-7 ลูก 35 กรัม,"Grapes, green, 6 fruits, 31g"
34063,34,แอปเปิ้ล 1/2 ผลเล็ก ส่วนที่กินได้ 55 กรัม,"Apple, small, half fruit, 55 g"
35001,35,นมพาสเจอร์ไรส์ รสจืด 200 ml,"Milk, whole, pasteurised, natural, 200 ml"
35002,35,นมสด ยูเอชที รสจืด 200 ml,"Milk, whole, UHT natural, 200 ml"
36001,36,ไข่ต้ม 1 ฟอง 50 กรัม,"Hen egg, boiled, 1 egg"
36002,36,ไข่ต้ม 1/2 ฟอง 25 กรัม,"Hen egg, boiled, half egg"
36005,36,ไข่ดาว 1 ฟอง 50 กรัม,"Hen egg, fried, 1 egg"
36006,36,ตับไก่สุก 1 ชิ้นกลาง 5 กรัม (เท่า 1 ข้อนิ้วโป้ง),"Chicken, liver, boiled, 5 g"
36007,36,ตับไก่สุก 1 ชิ้นเล็ก 3 กรัม (เท่า 1 ข้อนิ้วก้อย),"Chicken, liver, boiled, 3 g"
36008,36,ตับหมูสุก 1 ชิ้นกลาง 5 กรัม (เท่า 1 ข้อนิ้วโป้ง),"Pork, liver, boiled, 5 g"
36009,36,ตับหมูสุก 1 ชิ้นเล็ก 3 กรัม (เท่า 1 ข้อนิ้วก้อย),"Pork, liver, boiled, 3 g"
36010,36,เลือดไก่สุก 1 ช้อนกินข้าว 13 กรัม,"Chicken, blood, cooked, 1 TBS"
36011,36,เลือดหมูสุก 1 ช้อนกินข้าว 14 กรัม,"Pork, blood, cooked, 1 TBS"
36012,36,ปลากรอบ 1 ช้อนกินข้าว 10 กรัม,"Fried little fish, 1 TBS, 10 g"
36013,36,ลูกชิ้นปลา 2 ซม. 4 ลูก 25 กรัม,"Fish ball, blanched, 4 balls (25g)"
36014,36,ลูกชิ้นหมู 2 ซม. 4 ลูก 25 กรัม,"Pork, ball, blanch, 4 balls (25g)"
36015,36,ลูกชิ้นไก่ 2 ซม. 4 ลูก 25 กรัม,"Chicken ball, blanched, 4 balls (25g)"
36016,36,ลูกชิ้นเนื้อ 2 ซม. 4 ลูก 25 กรัม,"Beef ball, blanch, 4 balls (25g)"
36017,36,ลูกชิ้นกุ้ง 2.5 ซม. 3 ลูก 25 กรัม,"Shrimp ball, blanched, 3 balls (25g)"
36018,36,ไข่เจียว 1/2 ฟอง 28 กรัม,"Omelet, hen egg, half egg, 28 g"
36019,36,ปลาทู(เข่ง)ทอด 1 ตัวเล็ก 16 กรัม,"Short bodied mackerel, fried, 1 small,  16 g"
36020,36,ปลาสลิดแห้งทอด 1/2 ตัวกลาง 20 กรัม,"Snake skin gourami, dried, fried, half middle, 20 g"
36021,36,ปลาทู(เข่ง)ทอด 2 ตัวเล็ก 32 กรัม,"Short bodied mackerel, fried, 2 small, 32 g"
36022,36,ปลาสลิดแห้งทอด 1 ตัวกลาง 41 กรัม,"Snake skin gourami, dried, fried, 1 middle, 41 g"
36023,36,ปลาซาดีนกระป๋อง 1 ชิ้นเล็ก 25 กรัม,"Sardines, canned in tomato sauce, 25 g"
36024,36,ปลาซาดีนกระป๋อง 1 ชิ้นกลาง 55 กรัม,"Sardines, canned in tomato sauce, 55 g"
36025,36,ไข่เจียว 1 ฟอง 56 กรัม,"Omelet, hen egg, 1 egg, 56 g"
36026,36,ไข่ต้ม 1/4 ฟอง 12 กรัม,"Hen egg, boiled, 1/4 egg"
36027,36,ไข่เจียว 1/4 ฟอง 14 กรัม,"Omelet, hen egg, 1/4 egg"
36028,36,กุ้งแห้ง 1/2 ช้อนกินข้าว 3 กรัม,"Shrimp, salted, dried, 3 g"
36029,36,แครอทต้ม 1.5 ช้อนกินข้าว 15 กรัม,"Carrot, boiled, 15 g"
36030,36,แครอทต้ม 2 ช้อนกินข้าว 20 กรัม,"Carrot, boiled, 20 g"
36031,36,มะเขือเทศ 1.5 ช้อนกินข้าว 15 กรัม,"Tomato, 15 g"
36032,36,มะเขือเทศ 2 ช้อนกินข้าว 20 กรัม,"Tomato, 20 g"
36033,36,แตงกวา 1.5 ช้อนกินข้าว 15 กรัม,"Cucumber, 15 g"
36034,36,แตงกวา 2 ช้อนกินข้าว 20 กรัม,"Cucumber, 20 g"
36035,36,แตงร้าน 1.5 ช้อนกินข้าว 15 กรัม,"Cucumber, large, 15 g"
36036,36,แตงร้าน 2 ช้อนกินข้าว 20 กรัม,"Cucumber, large, 20 g"
36037,36,ปลานิลทอด  1/2 ตัวเล็ก 49 กรัม,"Tilapia nilotica, fried, half small, 49 g"
36038,36,ปลานิลทอด 1/4 ตัวเล็ก 25 กรัม,"Tilapia nilotica, fried, 1/4 small, 25 g"
